num processes,multi-tile strategy,single-image strategy,tiles x,tiles y,width,height,transparent,interlacing,collection,max image split,frame,render time,buffer read time,buffer write time,compress time,blend time,draw time,composite time,collect time,bytes sent,frame time
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,43,0.02737,0,0,0.001198,0.001335,0.098961,0.0716,0.060298,1393139520,0.100102
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,44,0.034522,0,0,0.001106,0.000947,0.108721,0.074207,0.062587,1560989816,0.109859
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,45,0.04098,0,0,0.001133,0.001064,0.119545,0.078574,0.066351,1645782072,0.120683
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,46,0.04212,0,0,0.00116,0.001242,0.10392,0.06181,0.045323,1618477912,0.105061
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,47,0.027277,0,0,0.001107,0.001625,0.098425,0.071156,0.057255,1466538720,0.099565
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,48,0.040939,0,0,0.001116,0.000925,0.117228,0.076296,0.067561,1590267680,0.118367
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,49,0.034012,0,0,0.001083,0.000763,0.097246,0.063247,0.047247,1678257072,0.098393
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,50,0.031315,0,0,0.001082,0.000887,0.119836,0.088529,0.080755,1426848760,0.120976
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,51,0.025541,0,0,0.001061,0.000798,0.095713,0.07018,0.060316,1540506384,0.096853
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,52,0.028967,0,0,0.001086,0.00101,0.104867,0.075908,0.063957,1494752336,0.106005
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,53,0.032362,0,0,0.001102,0.000932,0.092441,0.060087,0.047394,1516670520,0.093583
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,54,0.017096,0,0,0.001116,0.001792,0.078178,0.061091,0.049765,1057870056,0.079319
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,55,0.0371,0,0,0.001176,0.001276,0.107694,0.070604,0.057235,1393140944,0.108836
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,56,0.036271,0,0,0.001117,0.001374,0.127347,0.091085,0.082336,1653009288,0.128493
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,57,0.040287,0,0,0.001119,0.001178,0.115257,0.074979,0.064563,1525706104,0.116399
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,58,0.042842,0,0,0.0011,0.000775,0.121737,0.078904,0.070215,1651775440,0.122877
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,59,0.019657,0,0,0.001131,0.001811,0.081086,0.061438,0.051478,1091846208,0.08223
