num processes,multi-tile strategy,single-image strategy,tiles x,tiles y,interlacing,collection,frame,render time,buffer read time,buffer write time,compress time,blend time,draw time,composite time,collect time,bytes sent,frame time,IceT Version
2048,Sequential,radix-k 4,1,1,no,no,69,0.088562,0,0,0.000167,0.000274,0.145968,0.057409,0,865656116,0.146302,Original
2048,Sequential,radix-k 4,1,1,no,no,70,0.090516,0,0,0.000171,0.000263,0.136603,0.046088,0,865081720,0.136976,Original
2048,Sequential,radix-k 4,1,1,no,no,71,0.060992,0,0,0.000158,0.000292,0.116819,0.05583,0,912698668,0.117154,Original
2048,Sequential,radix-k 4,1,1,no,no,72,0.072386,0,0,0.000159,0.000299,0.12912,0.056735,0,876355884,0.129454,Original
2048,Sequential,radix-k 4,1,1,no,no,73,0.058753,0,0,0.00016,0.000309,0.110842,0.052091,0,732150476,0.111175,Original
2048,Sequential,radix-k 4,1,1,no,no,74,0.105525,0,0,0.000171,0.000317,0.162213,0.05669,0,988257484,0.162548,Original
2048,Sequential,radix-k 4,1,1,no,no,75,0.079654,0,0,0.000177,0.000284,0.136452,0.056801,0,864317880,0.136785,Original
2048,Sequential,radix-k 4,1,1,no,no,76,0.100164,0,0,0.000179,0.000292,0.155797,0.055634,0,922178800,0.156132,Original
2048,Sequential,radix-k 4,1,1,no,no,77,0.051244,0,0,0.000165,0.000213,0.095574,0.044332,0,610708608,0.095909,Original
2048,Sequential,radix-k 4,1,1,no,no,78,0.072039,0,0,0.000168,0.000296,0.123375,0.051338,0,951490188,0.12397,Original
2048,Sequential,radix-k 4,1,1,no,no,79,0.075998,0,0,0.000168,0.000304,0.133557,0.057561,0,969543484,0.133893,Original
2048,Sequential,radix-k 4,1,1,no,no,80,0.104991,0,0,0.000176,0.000297,0.157945,0.052956,0,934490824,0.158279,Original
2048,Sequential,radix-k 4,1,1,no,no,81,0.100229,0,0,0.000169,0.000348,0.163707,0.063481,0,963443372,0.164306,Original
2048,Sequential,radix-k 4,1,1,no,no,82,0.071755,0,0,0.00017,0.000262,0.122135,0.050382,0,905749728,0.122469,Original
2048,Sequential,radix-k 4,1,1,no,no,83,0.067595,0,0,0.000173,0.000286,0.115208,0.047615,0,731383652,0.11554,Original
2048,Sequential,radix-k 4,1,1,no,no,84,0.084455,0,0,0.000161,0.000298,0.139511,0.055057,0,950859032,0.139845,Original
2048,Sequential,radix-k 4,1,1,no,no,85,0.086368,0,0,0.00017,0.000292,0.144774,0.058408,0,914931424,0.145109,Original
2048,Sequential,radix-k 4,1,1,no,no,86,0.077518,0,0,0.000168,0.000311,0.141921,0.064404,0,976675588,0.142254,Original
2048,Sequential,radix-k 4,1,1,no,no,87,0.080695,0,0,0.000162,0.000312,0.127104,0.046412,0,818487040,0.127702,Original
2048,Sequential,radix-k 4,1,1,no,no,88,0.053121,0,0,0.000166,0.000221,0.09893,0.045812,0,644695104,0.099263,Original
2048,Sequential,radix-k 4,1,1,no,no,89,0.103735,0,0,0.000173,0.000307,0.163279,0.059547,0,950238596,0.163611,Original
2048,Sequential,radix-k 4,1,1,no,no,90,0.091864,0,0,0.000165,0.000324,0.150329,0.058468,0,948918916,0.150664,Original
2048,Sequential,radix-k 4,1,1,no,no,91,0.087039,0,0,0.00017,0.000279,0.137914,0.050876,0,934088216,0.138247,Original
2048,Sequential,radix-k 4,1,1,no,no,92,0.067643,0,0,0.000172,0.000258,0.116032,0.048391,0,817163924,0.116364,Original
2048,Sequential,radix-k 4,1,1,no,no,93,0.075659,0,0,0.000172,0.000282,0.129216,0.053559,0,863247252,0.12955,Original
2048,Sequential,radix-k 4,1,1,no,no,94,0.092882,0,0,0.00016,0.000315,0.143902,0.051022,0,895995744,0.144253,Original
